date,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
27/11/2018,48.378,154.962,35,4.9,mb,,92,5.044,0.63,us,us1000hx1b,"269km SSW of Severo-Kuril'sk, Russia",earthquake,7.6,1.7,0.036,248,reviewed,us,us
26/11/2018,36.0733,139.783,48.82,4.8,mww,,113,1.359,1.13,us,us1000hwvf,"3km SSW of Sakai, Japan",earthquake,6,6.1,0.071,19,reviewed,us,us
26/11/2018,50.0727,156.142,66.34,4.6,mb,,128,3.191,0.62,us,us1000hwkm,"67km S of Severo-Kuril'sk, Russia",earthquake,9.7,7.8,0.045,151,reviewed,us,us
26/11/2018,38.8576,141.8384,50.56,4.5,mb,,145,1.286,0.84,us,us1000hwmi,"26km SSE of Ofunato, Japan",earthquake,8.4,9.5,0.156,12,reviewed,us,us
25/11/2018,33.95,134.4942,38.19,4.6,mb,,104,0.558,0.61,us,us1000hwig,"9km SW of Komatsushima, Japan",earthquake,3.4,10.1,0.132,17,reviewed,us,us
25/11/2018,48.4158,155.0325,35,4.6,mb,,85,4.993,0.77,us,us1000hwaf,"263km SSW of Severo-Kuril'sk, Russia",earthquake,6.6,1.8,0.058,90,reviewed,us,us
23/11/2018,37.1821,141.1721,46.76,5.2,mb,,140,0.75,0.8,us,us1000hvsm,"29km ENE of Iwaki, Japan",earthquake,7.2,6.2,0.064,81,reviewed,us,us
23/11/2018,29.3424,142.3121,10,4.7,mb,,130,2.241,0.76,us,us1000hvm0,"250km N of Chichi-shima, Japan",earthquake,9.4,1.9,0.09,37,reviewed,us,us
20/11/2018,30.4087,130.0687,123,5.5,mww,,30,2.794,0.89,us,us1000hujf,"96km WSW of Nishinoomote, Japan",earthquake,5.9,1.8,0.042,54,reviewed,us,us
20/11/2018,44.4524,148.0753,101.46,4.7,mww,,85,3.95,1.08,us,us1000hul5,"88km S of Kuril'sk, Russia",earthquake,7.7,2.1,0.103,9,reviewed,us,us
20/11/2018,42.0009,142.7654,73.55,4.5,mb,,114,0.292,0.61,us,us1000hx47,"49km SE of Shizunai, Japan",earthquake,9.4,8.5,0.27,5,reviewed,us,us
18/11/2018,30.7822,141.9762,10,4.8,mb,,124,2.964,0.81,us,us1000htd9,"Izu Islands, Japan region",earthquake,9,1.9,0.095,36,reviewed,us,us
18/11/2018,24.1937,125.2046,30.25,4.5,mwr,,76,2.019,1.14,us,us1000htrh,"67km S of Hirara, Japan",earthquake,8.3,5.1,0.06,27,reviewed,us,us
17/11/2018,25.3931,141.0321,115.25,4.8,mb,,108,1.986,1.03,us,us1000ht4f,"74km NNW of Iwo Jima, Japan",earthquake,6.2,7.3,0.097,33,reviewed,us,us
16/11/2018,26.3407,143.8582,36.24,4.8,mb,,139,1.675,0.93,us,us1000hspr,"182km ESE of Chichi-shima, Japan",earthquake,10.3,7.6,0.062,80,reviewed,us,us
16/11/2018,39.6014,141.937,49.23,4.5,mb,,137,1.361,0.69,us,us1000hsi3,"4km SSW of Miyako, Japan",earthquake,7.3,7.5,0.108,25,reviewed,us,us
14/11/2018,34.7663,139.9805,105.5,5,mb,,97,1.483,0.71,us,us1000hrh4,"26km SSE of Tateyama, Japan",earthquake,6.3,6.8,0.107,28,reviewed,us,us
14/11/2018,42.6765,141.9846,35,4.8,mb,,75,1.092,0.61,us,us1000hrjc,"31km E of Tomakomai, Japan",earthquake,5.5,1.9,0.04,193,reviewed,us,us
13/11/2018,45.2679,150.481,54.13,4.8,mb,,129,5.628,0.75,us,us1000hrde,"203km E of Kuril'sk, Russia",earthquake,10,5.7,0.059,89,reviewed,us,us
12/11/2018,42.9554,139.2679,8.66,4.5,mb,,94,2.546,0.62,us,us1000hude,"101km W of Iwanai, Japan",earthquake,7.1,3,0.086,40,reviewed,us,us
11/11/2018,31.4232,141.8762,10,4.9,mb,,123,2.428,0.95,us,us1000hqjj,"268km SE of Hachijo-jima, Japan",earthquake,7.9,1.9,0.087,42,reviewed,us,us
11/11/2018,49.5372,155.8279,42.08,4.6,mb,,171,3.763,0.96,us,us1000hqhl,"128km S of Severo-Kuril'sk, Russia",earthquake,11.9,9.2,0.081,46,reviewed,us,us
9/11/2018,31.4081,141.6164,7.65,4.9,mb,,89,2.286,0.92,us,us1000hpwj,"252km SE of Hachijo-jima, Japan",earthquake,6.7,4.7,0.046,145,reviewed,us,us
9/11/2018,31.4465,141.757,10,4.7,mb,,138,2.34,0.64,us,us1000hpwx,"258km SE of Hachijo-jima, Japan",earthquake,7,1.9,0.068,65,reviewed,us,us
9/11/2018,44.7104,145.6708,22.35,4.7,mb,,134,2.283,0.67,us,us1000hptn,"72km NNW of Otrada, Russia",earthquake,8.2,6.1,0.058,90,reviewed,us,us
8/11/2018,40.7338,142.5527,46.17,4.5,mb,,124,1.131,0.59,us,us1000hphe,"92km ENE of Hachinohe, Japan",earthquake,6.5,6.5,0.059,84,reviewed,us,us
6/11/2018,46.4029,150.6558,93,4.8,mb,,129,6.946,1,us,us2000i7i1,"251km ENE of Kuril'sk, Russia",earthquake,10.9,7.1,0.033,286,reviewed,us,us
6/11/2018,29.2926,130.5364,35,4.8,mb,,115,3.16,0.76,us,us2000i7bj,"145km NE of Naze, Japan",earthquake,8.5,2,0.055,101,reviewed,us,us
6/11/2018,31.3464,130.2914,153.81,4.5,mb,,95,1.841,0.7,us,us2000i7h0,"8km SSW of Kaseda, Japan",earthquake,5.7,6.6,0.08,46,reviewed,us,us
5/11/2018,29.2376,130.5301,36.22,5,mww,,108,3.115,0.88,us,us2000i70p,"140km NE of Naze, Japan",earthquake,5.7,5.2,0.073,18,reviewed,us,us
5/11/2018,29.2918,130.5495,20.13,4.8,mb,,108,3.167,0.54,us,us2000i70k,"146km NE of Naze, Japan",earthquake,6.1,3,0.06,102,reviewed,us,us
5/11/2018,44.4808,145.5972,13.17,4.5,mb,,134,2.187,0.66,us,us2000i6zx,"50km NNW of Otrada, Russia",earthquake,8.4,5.8,0.091,35,reviewed,us,us
4/11/2018,44.5643,145.5939,8.03,5.9,mww,,61,2.198,0.8,us,us2000i6sc,"59km NNW of Otrada, Russia",earthquake,6.9,3.5,0.065,23,reviewed,us,us
4/11/2018,41.8346,141.4836,105.19,4.7,mb,,107,1.09,0.54,us,us2000i6qk,"62km E of Hakodate, Japan",earthquake,8.1,7.7,0.034,268,reviewed,us,us
4/11/2018,33.6271,135.2732,38.72,4.5,mwr,,73,1.169,0.63,us,us2000i6tg,"14km SW of Tanabe, Japan",earthquake,5.4,4.1,0.075,17,reviewed,us,us
2/11/2018,47.8166,146.7181,431.95,5.9,mww,,25,2.822,0.82,us,us2000i5tk,"202km SW of Vostok, Russia",earthquake,9.1,5.1,0.068,21,reviewed,us,us
2/11/2018,33.689,135.1407,35.22,5.4,mww,,57,1.054,0.77,us,us2000i5s1,"21km WSW of Tanabe, Japan",earthquake,6.4,6.8,0.063,24,reviewed,us,us
2/11/2018,36.3247,141.9646,18.75,4.9,mb,,115,1.805,0.79,us,us2000i62w,"119km ESE of Takahagi, Japan",earthquake,6.6,4.2,0.049,133,reviewed,us,us
31/10/2018,43.8269,147.1498,59.39,4.7,mb,,139,3.302,0.62,us,us2000i81n,"34km E of Shikotan, Russia",earthquake,13,8.7,0.049,125,reviewed,us,us
30/10/2018,31.7203,140.595,108.42,4.6,mb,,78,1.54,0.85,us,us2000i7ka,"168km SSE of Hachijo-jima, Japan",earthquake,8.2,7.3,0.104,28,reviewed,us,us
30/10/2018,42.3089,141.0174,124.9,4.5,mb,,79,1.518,0.82,us,us1000hj7k,"2km ESE of Muroran, Japan",earthquake,6.5,6.5,0.061,79,reviewed,us,us
29/10/2018,31.6133,140.2515,94,5.5,mww,,26,1.542,0.98,us,us1000hiby,"168km SSE of Hachijo-jima, Japan",earthquake,6.2,1.8,0.056,31,reviewed,us,us
29/10/2018,32.0275,140.8996,49.66,4.8,mb,,127,1.42,0.52,us,us1000hijj,"156km SE of Hachijo-jima, Japan",earthquake,10.2,5,0.051,120,reviewed,us,us
29/10/2018,36.4974,141.2367,46.56,4.5,mb,,143,1.414,1.46,us,us1000hihl,"52km ESE of Takahagi, Japan",earthquake,7.7,7,0.086,40,reviewed,us,us
28/10/2018,36.9038,141.6538,35,4.9,mb,,146,1.184,0.97,us,us1000hi8c,"70km ESE of Iwaki, Japan",earthquake,6.9,2,0.119,37,reviewed,us,us
28/10/2018,29.7245,130.6764,44.5,4.6,mb,,128,3.394,0.66,us,us1000hi5s,"116km SSW of Nishinoomote, Japan",earthquake,8.5,7.9,0.067,68,reviewed,us,us
28/10/2018,37.1874,142.3293,8.74,4.5,mb,,152,1.4,0.68,us,us2000i5z9,"122km ESE of Namie, Japan",earthquake,5.1,5.9,0.181,9,reviewed,us,us
27/10/2018,40.1961,142.3206,53.57,4.8,mww,,120,1.126,0.72,us,us1000hhyk,"69km NNE of Miyako, Japan",earthquake,6.4,6,0.086,13,reviewed,us,us
27/10/2018,36.9011,141.2901,9.7,4.8,mww,,94,1.045,0.59,us,us1000hhty,"39km ESE of Iwaki, Japan",earthquake,4.7,3,0.089,12,reviewed,us,us
26/10/2018,44.5381,145.401,10,5.6,mww,,60,2.058,1.07,us,us1000hhe5,"63km NW of Otrada, Russia",earthquake,7,1.8,0.073,18,reviewed,us,us
26/10/2018,44.4503,145.5656,10,5.1,mb,,54,2.16,0.71,us,us2000i5d7,"48km NNW of Otrada, Russia",earthquake,5.6,1.8,0.095,36,reviewed,us,us
26/10/2018,44.6221,145.6544,10,4.7,mb,,134,2.252,0.6,us,us1000hhed,"63km NNW of Otrada, Russia",earthquake,6.1,1.9,0.051,115,reviewed,us,us
26/10/2018,31.1987,130.6371,117.01,4.5,mb,,101,1.931,0.55,us,us1000hhgn,"4km SSW of Ibusuki, Japan",earthquake,8.6,8.3,0.128,18,reviewed,us,us
25/10/2018,38.3158,141.785,40,5.7,mww,,62,0.903,0.86,us,us1000hh6r,"43km ESE of Ishinomaki, Japan",earthquake,6.5,1.9,0.05,38,reviewed,us,us
24/10/2018,37.339,142.2702,23.37,4.5,mb,,136,1.289,0.77,us,us1000hj3w,"113km E of Namie, Japan",earthquake,6.9,6.2,0.157,12,reviewed,us,us
23/10/2018,38.3475,141.777,44.25,4.6,mwr,,116,0.913,0.75,us,us1000hg2q,"42km E of Ishinomaki, Japan",earthquake,6.6,6.6,0.073,18,reviewed,us,us
22/10/2018,37.5957,141.3821,46.64,5,mb,,103,0.543,1.54,us,us1000hfk1,"35km ENE of Namie, Japan",earthquake,7.5,5.7,0.034,284,reviewed,us,us
22/10/2018,37.8031,143.852,10,4.5,mb,,153,2.425,0.6,us,us1000hh34,"233km ESE of Ishinomaki, Japan",earthquake,9.8,1.9,0.172,10,reviewed,us,us
21/10/2018,28.9647,143.571,10,4.6,mb,,151,2.229,0.55,us,us1000hh1t,"247km NNE of Chichi-shima, Japan",earthquake,4.7,1.9,0.125,21,reviewed,us,us
21/10/2018,35.1704,140.6009,38.05,4.6,mb,,120,2.046,0.96,us,us1000hf8e,"21km ESE of Ohara, Japan",earthquake,6.7,7.7,0.073,56,reviewed,us,us
20/10/2018,49.3746,156.1303,42.62,4.8,mb,,161,3.866,0.58,us,us1000hexl,"145km S of Severo-Kuril'sk, Russia",earthquake,10.4,4.2,0.048,132,reviewed,us,us
20/10/2018,37.0022,141.2542,19.86,4.5,mb,,135,0.941,0.94,us,us1000hgxl,"33km E of Iwaki, Japan",earthquake,6.5,5.3,0.14,15,reviewed,us,us
19/10/2018,42.3707,142.9248,42.66,4.6,mb,,99,0.395,0.68,us,us1000helt,"46km E of Shizunai, Japan",earthquake,3.5,6.7,0.053,108,reviewed,us,us
18/10/2018,35.5209,140.9905,35.02,4.9,mb,,114,0.592,0.69,us,us1000hdrw,"27km SSE of Hasaki, Japan",earthquake,5.9,5.5,0.037,234,reviewed,us,us
18/10/2018,33.5493,141.2363,34.35,4.7,mb,,146,1.267,0.74,us,us1000hg4f,"143km ENE of Hachijo-jima, Japan",earthquake,3.1,7.6,0.159,12,reviewed,us,us
18/10/2018,32.0877,141.8781,23.6,4.6,mb,,126,2.021,0.56,us,us1000hdvs,"224km ESE of Hachijo-jima, Japan",earthquake,7,4.9,0.091,36,reviewed,us,us
18/10/2018,47.0156,152.8699,57.9,4.6,mb,,183,6.844,0.64,us,us1000hg3y,Kuril Islands,earthquake,14.7,11.9,0.107,26,reviewed,us,us
18/10/2018,38.4427,142.1305,47.47,4.5,mb,,176,1.202,0.9,us,us1000hg41,"72km E of Ishinomaki, Japan",earthquake,8.8,10.2,0.18,9,reviewed,us,us
17/10/2018,29.1271,141.0014,80.18,5.2,mb,,100,2.277,0.51,us,us1000hdbn,"256km NNW of Chichi-shima, Japan",earthquake,8.2,7.1,0.052,121,reviewed,us,us
17/10/2018,25.947,128.4265,18.41,4.8,mb,,80,0.896,0.88,us,us1000hg1k,"70km SE of Haebaru, Japan",earthquake,7.3,5.5,0.107,27,reviewed,us,us
16/10/2018,25.856,128.388,10,4.5,mb,,82,0.981,0.62,us,us1000hehy,"74km SE of Haebaru, Japan",earthquake,3.6,1.9,0.15,13,reviewed,us,us
16/10/2018,41.6267,134.7112,10,4.5,mb,,50,3.257,0.73,us,us1000hclv,"156km SSE of Preobrazheniye, Russia",earthquake,7,1.9,0.06,82,reviewed,us,us
15/10/2018,49.3095,151.3519,303.43,4.9,mb,,111,5.51,0.86,us,us1000hcdc,"184km ENE of Vostok, Russia",earthquake,9,6.7,0.024,531,reviewed,us,us
15/10/2018,25.9629,128.6829,10,4.7,mb,,56,0.944,0.58,us,us1000heeq,"91km ESE of Haebaru, Japan",earthquake,5.5,1.8,0.066,70,reviewed,us,us
15/10/2018,47.4724,152.6555,55.69,4.6,mb,,142,6.5,0.83,us,us1000hefe,Kuril Islands,earthquake,13.9,9.2,0.103,28,reviewed,us,us
15/10/2018,38.6914,141.8002,56.13,4.5,mb,,130,1.143,0.76,us,us1000hefg,"42km S of Ofunato, Japan",earthquake,8.2,10.1,0.15,13,reviewed,us,us
15/10/2018,32.6162,130.6042,10,4.5,mb,,112,0.556,0.69,us,us1000hc5z,"6km WSW of Matsubase, Japan",earthquake,5.2,1.9,0.093,34,reviewed,us,us
14/10/2018,38.2959,141.8105,49.3,4.6,mb,,135,0.911,0.49,us,us1000hbuc,"46km ESE of Ishinomaki, Japan",earthquake,6.9,8,0.137,16,reviewed,us,us
14/10/2018,26.5525,141.6906,35,4.5,mb,,150,0.698,0.67,us,us1000hdzy,"78km SW of Chichi-shima, Japan",earthquake,11.3,2,0.113,23,reviewed,us,us
13/10/2018,25.8498,128.1607,10,4.6,mb,,213,0.987,0.82,us,us1000hdxj,"57km ESE of Itoman, Japan",earthquake,7,1.9,0.086,40,reviewed,us,us
13/10/2018,27.8272,127.1416,171.69,4.6,mb,,72,1.409,0.97,us,us1000hbqa,"160km NNW of Nago, Japan",earthquake,7.9,7.1,0.061,81,reviewed,us,us
13/10/2018,39.3602,143.4791,10,4.6,mb,,157,2.338,0.87,us,us1000hdx0,"132km E of Yamada, Japan",earthquake,7.2,1.9,0.147,14,reviewed,us,us
13/10/2018,26.3139,128.842,18.24,4.5,mb,,73,0.728,0.72,us,us1000hdx2,"91km ESE of Nago, Japan",earthquake,7.5,5,0.088,38,reviewed,us,us
12/10/2018,35.7549,140.7582,34.51,5.2,mww,,32,0.574,1.48,us,us1000haxq,"7km WNW of Hasaki, Japan",earthquake,5.3,3.6,0.071,19,reviewed,us,us
12/10/2018,47.1406,146.6593,355.35,5.1,mb,,46,2.672,0.68,us,us1000hbde,"232km NNW of Kuril'sk, Russia",earthquake,8.3,5.5,0.019,854,reviewed,us,us
12/10/2018,49.3107,156.1359,10,4.9,mb,,135,3.927,0.66,us,us1000hbe6,"152km S of Severo-Kuril'sk, Russia",earthquake,8.6,1.9,0.035,261,reviewed,us,us
12/10/2018,49.1822,156.2022,10,4.8,mb,,189,4.042,0.9,us,us1000hb2e,"166km S of Severo-Kuril'sk, Russia",earthquake,10.7,2,0.093,36,reviewed,us,us
12/10/2018,47.8596,155.7742,33.72,4.5,mb,,140,5.396,0.94,us,us1000hb22,East of the Kuril Islands,earthquake,8.9,5.8,0.054,103,reviewed,us,us
12/10/2018,42.6212,141.8133,17.94,4.5,mwr,,36,1.166,0.77,us,us1000haw5,"17km E of Tomakomai, Japan",earthquake,4.1,3.1,0.075,17,reviewed,us,us
11/10/2018,49.3262,156.2063,10,5.4,mb,,73,3.901,0.71,us,us1000hadv,"150km S of Severo-Kuril'sk, Russia",earthquake,8.3,1.8,0.039,228,reviewed,us,us
11/10/2018,49.1973,156.1499,10,5.2,mb,,93,4.035,0.74,us,us1000hah2,"164km S of Severo-Kuril'sk, Russia",earthquake,8.5,1.8,0.026,494,reviewed,us,us
11/10/2018,49.2243,156.1998,10,5.2,mb,,83,4.002,0.64,us,us1000haff,"161km S of Severo-Kuril'sk, Russia",earthquake,8.5,1.8,0.026,485,reviewed,us,us
11/10/2018,49.2456,156.2422,19.02,5,mww,,33,3.975,0.76,us,us1000hamb,"159km S of Severo-Kuril'sk, Russia",earthquake,8.1,2.6,0.075,17,reviewed,us,us
11/10/2018,49.3443,156.0955,10,5,mb,,135,3.901,0.44,us,us1000haf0,"148km S of Severo-Kuril'sk, Russia",earthquake,9.8,1.9,0.064,78,reviewed,us,us
11/10/2018,49.2508,156.1857,10,4.8,mb,,135,3.978,0.59,us,us1000hagg,"158km S of Severo-Kuril'sk, Russia",earthquake,10.2,1.9,0.052,116,reviewed,us,us
11/10/2018,27.9648,128.0506,10,4.7,mb,,81,1.141,0.7,us,us1000hah8,"147km WSW of Naze, Japan",earthquake,2.2,1.9,0.098,32,reviewed,us,us
11/10/2018,49.4323,156.0849,10,4.7,mb,,177,3.818,0.5,us,us1000hae0,"138km S of Severo-Kuril'sk, Russia",earthquake,7.4,1.9,0.099,31,reviewed,us,us
11/10/2018,48.3694,155.1659,48.25,4.5,mb,,131,5.009,1.47,us,us1000hdcy,"266km SSW of Severo-Kuril'sk, Russia",earthquake,14.3,8.2,0.113,23,reviewed,us,us
10/10/2018,49.2902,156.2968,20,6.5,mww,,14,3.923,0.64,us,us1000hacw,"154km S of Severo-Kuril'sk, Russia",earthquake,7.4,1.8,0.053,34,reviewed,us,us
10/10/2018,49.2,156.28,10,5.5,mb,,65,4.014,0.57,us,us1000hcxa,"164km S of Severo-Kuril'sk, Russia",earthquake,8,1.8,0.048,148,reviewed,us,us
10/10/2018,49.1265,156.302,10,5.2,mb,,195,4.173,0.66,us,us1000hcxg,"173km S of Severo-Kuril'sk, Russia",earthquake,7.5,2,0.159,13,reviewed,us,us
10/10/2018,49.1392,156.193,10,4.8,mb,,112,4.086,0.62,us,us1000hcxb,"171km S of Severo-Kuril'sk, Russia",earthquake,10.5,1.9,0.095,34,reviewed,us,us
9/10/2018,49.3959,156.2425,19,6.1,mww,,57,3.828,0.89,us,us1000h97j,"142km S of Severo-Kuril'sk, Russia",earthquake,6.5,1.7,0.059,28,reviewed,us,us
9/10/2018,39.0221,142.4627,22.81,4.6,mb,,135,1.746,0.91,us,us1000h9la,"56km ESE of Kamaishi, Japan",earthquake,7.3,5.6,0.062,78,reviewed,us,us
9/10/2018,44.2535,149.8354,10,4.6,mb,,153,5.21,1.01,us,us1000hcsm,"189km SE of Kuril'sk, Russia",earthquake,10.4,1.9,0.146,14,reviewed,us,us
9/10/2018,49.4001,156.2184,10,4.6,mb,,169,3.828,1.28,us,us1000h984,"142km S of Severo-Kuril'sk, Russia",earthquake,11.9,2,0.128,18,reviewed,us,us
9/10/2018,27.9703,128.2198,10,4.6,mb,,49,1.13,0.78,us,us1000h966,"131km WSW of Naze, Japan",earthquake,2.6,1.9,0.091,36,reviewed,us,us
9/10/2018,41.0022,142.2267,50.85,4.5,mb,,128,0.906,0.56,us,us1000h952,"81km ENE of Misawa, Japan",earthquake,5.5,7,0.079,47,reviewed,us,us
9/10/2018,29.9016,141.0843,48.3,4.5,mb,,108,2.958,0.52,us,us1000hcs8,"Izu Islands, Japan region",earthquake,10.5,7.7,0.09,36,reviewed,us,us
8/10/2018,23.6221,143.8849,10,4.9,mb,,18,3.785,0.94,us,us1000h8mj,"289km ESE of Iwo Jima, Japan",earthquake,6.2,1.8,0.038,220,reviewed,us,us
8/10/2018,37.3655,141.5211,35,4.7,mb,,129,0.768,0.71,us,us1000h8xg,"47km ESE of Namie, Japan",earthquake,6.9,1.9,0.042,175,reviewed,us,us
8/10/2018,23.6085,143.815,12.11,4.7,mb,,114,3.772,0.58,us,us1000hb63,"283km ESE of Iwo Jima, Japan",earthquake,11.3,5.4,0.106,27,reviewed,us,us
8/10/2018,28.4707,141.6854,37.76,4.6,mb,,117,1.439,0.63,us,us1000hb5z,"162km NNW of Chichi-shima, Japan",earthquake,9.7,8.6,0.107,26,reviewed,us,us
8/10/2018,44.5672,148.2793,50.11,4.6,mb,,143,4.103,0.83,us,us1000hb5x,"80km SSE of Kuril'sk, Russia",earthquake,7.5,5.4,0.244,12,reviewed,us,us
8/10/2018,42.6258,141.9864,34,4.6,mb,,68,1.061,0.66,us,us1000h8q7,"31km E of Tomakomai, Japan",earthquake,7.4,2.3,0.061,81,reviewed,us,us
8/10/2018,23.7133,144.0184,10,4.6,mb,,158,3.754,1.03,us,us1000hb5g,"297km ESE of Iwo Jima, Japan",earthquake,9.2,2,0.164,11,reviewed,us,us
8/10/2018,45.8362,150.4817,104.74,4.5,mb,,144,5.853,0.92,us,us1000h92e,"213km ENE of Kuril'sk, Russia",earthquake,11.6,8.4,0.057,90,reviewed,us,us
8/10/2018,23.5895,143.7463,10,4.5,mb,,120,3.766,0.53,us,us1000hb5s,"278km ESE of Iwo Jima, Japan",earthquake,13,1.9,0.09,36,reviewed,us,us
7/10/2018,35.0158,137.4893,40.22,4.8,mb,,70,0.503,0.81,us,us1000h8b9,"12km N of Shinshiro, Japan",earthquake,4.2,7,0.052,114,reviewed,us,us
7/10/2018,26.5339,140.5194,415.84,4.7,mb,,58,1.589,1.05,us,us1000h8c2,"179km WSW of Chichi-shima, Japan",earthquake,10,6.2,0.028,376,reviewed,us,us
6/10/2018,26.4868,129.4496,10,4.7,mb,,84,1.109,0.81,us,us1000h84n,"147km E of Nago, Japan",earthquake,5.7,1.9,0.108,26,reviewed,us,us
6/10/2018,42.6914,141.9692,38.64,4.6,mb,,72,1.11,0.69,us,us1000h800,"29km ESE of Chitose, Japan",earthquake,5.8,7.2,0.066,69,reviewed,us,us
5/10/2018,32.6447,140.8904,48.05,4.5,mb,,146,1.02,1.16,us,us1000h7qr,"113km ESE of Hachijo-jima, Japan",earthquake,8.8,8.5,0.118,23,reviewed,us,us
5/10/2018,26.7298,129.5792,10,4.5,mb,,127,1.172,1,us,us1000hams,"160km E of Nago, Japan",earthquake,8.5,1.9,0.22,6,reviewed,us,us
4/10/2018,42.5988,142.0359,16.92,5,mww,,41,1.016,0.72,us,us1000h7cn,"35km E of Tomakomai, Japan",earthquake,6,3.3,0.08,15,reviewed,us,us
4/10/2018,26.6068,129.4751,10,5,mww,,65,1.099,0.88,us,us1000h7bt,"149km E of Nago, Japan",earthquake,6.4,1.8,0.075,17,reviewed,us,us
4/10/2018,31.0932,131.4663,35,4.6,mb,,121,2.086,0.77,us,us1000h6vj,"46km SSE of Kushima, Japan",earthquake,6.4,2,0.136,16,reviewed,us,us
3/10/2018,35.7891,140.9937,30.59,4.9,mb,,118,2.082,1.35,us,us1000h6ac,"15km ENE of Hasaki, Japan",earthquake,6.4,5.2,0.065,75,reviewed,us,us
3/10/2018,41.1356,144.3686,10,4.6,mb,,151,1.264,0.95,us,us1000ha0x,"204km S of Kushiro, Japan",earthquake,8.7,1.9,0.14,15,reviewed,us,us
2/10/2018,37.6683,141.7129,35,4.6,mb,,148,0.758,0.78,us,us1000h9gh,"66km ENE of Namie, Japan",earthquake,7.6,2,0.136,16,reviewed,us,us
1/10/2018,42.893,141.9909,33.53,4.8,mb,,52,1.23,0.97,us,us1000h4uw,"28km ENE of Chitose, Japan",earthquake,7.4,2.5,0.029,359,reviewed,us,us
1/10/2018,26.7516,129.7105,10,4.7,mb,,98,1.288,0.27,us,us1000h7mm,"173km E of Nago, Japan",earthquake,6,1.9,0.166,14,reviewed,us,us
1/10/2018,38.9592,142.8115,36.52,4.5,mb,,167,1.925,1.03,us,us1000h7n9,"87km ESE of Kamaishi, Japan",earthquake,7.7,13.3,0.191,8,reviewed,us,us
30/09/2018,42.5471,141.9968,35,5,mww,,57,1.012,0.66,us,us1000h4k1,"33km ESE of Tomakomai, Japan",earthquake,6.2,1.9,0.073,18,reviewed,us,us
30/09/2018,31.9167,141.6083,16.41,4.6,mb,,89,4.83,1.33,us,us1000h7kb,"213km SE of Hachijo-jima, Japan",earthquake,9.6,3.8,0.125,19,reviewed,us,us
29/09/2018,47.1412,152.6567,83.57,4.9,mb,,56,6.765,0.83,us,us1000h45a,Kuril Islands,earthquake,10.4,5,0.03,336,reviewed,us,us
29/09/2018,42.7652,141.9494,35,4.5,mb,,75,1.167,0.4,us,us1000h479,"25km ESE of Chitose, Japan",earthquake,5.8,2,0.082,44,reviewed,us,us
27/09/2018,47.6007,154.0345,39.98,4.8,mb,,136,5.991,0.69,us,us1000h375,Kuril Islands,earthquake,10.1,7.6,0.076,53,reviewed,us,us
27/09/2018,26.7884,129.7,10,4.6,mb,,82,1.276,0.9,us,us1000h382,"173km E of Nago, Japan",earthquake,4.3,1.9,0.129,18,reviewed,us,us
27/09/2018,37.148,141.0743,49.03,4.5,mb,,166,0.754,0.81,us,us1000h6eg,"20km ENE of Iwaki, Japan",earthquake,2.9,8.2,0.15,21,reviewed,us,us
26/09/2018,45.1476,149.2177,85.29,4.6,mb,,176,4.838,0.39,us,us1000h2wr,"105km E of Kuril'sk, Russia",earthquake,12.2,12.2,0.056,93,reviewed,us,us
26/09/2018,27.4408,142.0848,72.44,4.6,mb,,171,0.355,0.45,us,us1000h5r8,"41km NNW of Chichi-shima, Japan",earthquake,13.1,9.1,0.165,11,reviewed,us,us
26/09/2018,44.7214,149.8563,49.35,4.6,mb,,137,5.237,0.39,us,us2000hk2z,"165km ESE of Kuril'sk, Russia",earthquake,12.3,5.2,0.049,127,reviewed,us,us
25/09/2018,48.1944,155.0938,35,5.1,mb,,82,5.191,1.09,us,us2000hjmx,"286km SSW of Severo-Kuril'sk, Russia",earthquake,8.8,1.9,0.037,243,reviewed,us,us
25/09/2018,41.9449,141.1385,104.3,4.5,mb,,96,1.155,0.8,us,us1000h53y,"38km ENE of Hakodate, Japan",earthquake,6.8,3.5,0.064,73,reviewed,us,us
24/09/2018,25.0248,125.6729,57.04,4.7,mb,,116,2.482,0.48,us,us2000hjc4,"46km ENE of Hirara, Japan",earthquake,9.5,9.3,0.084,43,reviewed,us,us
